Item #,Data Order,Data Element,Form Version,Packet,Form ID,UDS Question,Data Type,Data Length,Column 1,Column 2,RANGE1,RANGE2,MISS1,MISS2,MISS3,MISS4,MISS5,MISS6,VAL1,VAL2,VAL3,VAL4,VAL5,VAL6,VAL7,VAL8,VAL9,VAL10,VAL11,VAL12,VAL1D,VAL2D,VAL3D,VAL4D,VAL5D,VAL6D,VAL7D,VAL8D,VAL9D,VAL10D,VAL11D,VAL12D,BLANKS1,BLANKS2,BLANKS3,BLANKS4,BLANKS5,SKIPS1,SKIPS2
7an2,265,KID14YOB,3,F,A3,Child 14 - Birth year,Num,4,1280,1283,1875,2014,9999,.,.,.,.,.,99,9999,.,.,.,.,.,.,.,.,.,.,Unknown,Year Unknown,,,,,,,,,,,Blank if Question 7 KIDS = 0 (No),Blank if Question 7a NWINFKID = 0 (No),,,,,
7an3,266,KID14AGD,3,F,A3,Child 14 - Age at death,Num,3,1285,1287,15,110,888,999,.,.,.,.,.,888,999,.,.,.,.,.,.,.,.,.,,N/A,Unknown,,,,,,,,,,Blank if Question 7 KIDS = 0 (No),Blank if Question 7a NWINFKID = 0 (No),,,,,
7an4,267,KID14NEU,3,F,A3,Child 14 - Neurological problem,Num,1,1289,1289,1,5,8,9,.,.,.,.,1,2,3,4,5,8,9,.,.,.,.,.,Cognitive impairment/behavior change,Parkinsonism,ALS,Other neurologic condition such as multiple sclerosis or stroke,"Psychiatric condition such as schizophrenia, bipolar disorder, or alcoholism","N/A, no neurological problem or psychiatric condition",Unknown,,,,,,Blank if Question 7 KIDS = 0 (No),Blank if Question 7a NWINFKID = 0 (No),,,,"If Question 7an4 KID14NEU = 8 (N/A), then skip the remaining questions in the row","If Question 7an4 KID14NEU = 9 (Unknown), then skip the remaining questions in the row"
7an5,268,KID14PDX,3,F,A3,Child 14 - Primary diagnosis,Num,3,1291,1293,40,490,999,.,.,.,.,.,.,999,.,.,.,.,.,.,.,.,.,.,,Specific Diagnosis Unknown,,,,,,,,,,,Blank if Question 7 KIDS = 0 (No),Blank if Question 7a NWINFKID = 0 (No),Blank if Question 7an4 KID14NEU = 8 (N/A),Blank if Question 7an4 KID14NEU = 9 (Unknown),,,
7an6,269,KID14MOE,3,F,A3,Child 14 - Method of evaluation,Num,1,1295,1295,1,7,.,.,.,.,.,.,1,2,3,4,5,6,7,.,.,.,.,.,Autopsy,Examination,Medical record review from formal dementia evaluation,Review of general medical records AND co-participant and/or subject telephone interview,Review of general medical records only,Subject and/or co-participant telephone interview,Family report,,,,,,Blank if Question 7 KIDS = 0 (No),Blank if Question 7a NWINFKID = 0 (No),Blank if Question 7an4 KID14NEU = 8 (N/A),Blank if Question 7an4 KID14NEU = 9 (Unknown),,,
7an7,270,KID14AGO,3,F,A3,Child 14 - Age of onset,Num,3,1297,1299,15,110,999,.,.,.,.,.,.,999,.,.,.,.,.,.,.,.,.,.,,Unknown,,,,,,,,,,,Blank if Question 7 KIDS = 0 (No),Blank if Question 7a NWINFKID = 0 (No),Blank if Question 7an4 KID14NEU = 8 (N/A),Blank if Question 7an4 KID14NEU = 9 (Unknown),,,
7ao1,271,KID15MOB,3,F,A3,Child 15 - Birth month,Num,2,1301,1302,1,12,99,.,.,.,.,.,99,99,.,.,.,.,.,.,.,.,.,.,Unknown,Unknown,,,,,,,,,,,Blank if Question 7 KIDS = 0 (No),Blank if Question 7a NWINFKID = 0 (No),,,,,
7ao2,272,KID15YOB,3,F,A3,Child 15 - Birth year,Num,4,1304,1307,1875,2014,9999,.,.,.,.,.,99,9999,.,.,.,.,.,.,.,.,.,.,Unknown,Year Unknown,,,,,,,,,,,Blank if Question 7 KIDS = 0 (No),Blank if Question 7a NWINFKID = 0 (No),,,,,
7ao3,273,KID15AGD,3,F,A3,Child 15 - Age at death,Num,3,1309,1311,15,110,888,999,.,.,.,.,.,888,999,.,.,.,.,.,.,.,.,.,,N/A,Unknown,,,,,,,,,,Blank if Question 7 KIDS = 0 (No),Blank if Question 7a NWINFKID = 0 (No),,,,,
7ao4,274,KID15NEU,3,F,A3,Child 15 - Neurological problem,Num,1,1313,1313,1,5,8,9,.,.,.,.,1,2,3,4,5,8,9,.,.,.,.,.,Cognitive impairment/behavior change,Parkinsonism,ALS,Other neurologic condition such as multiple sclerosis or stroke,"Psychiatric condition such as schizophrenia, bipolar disorder, or alcoholism","N/A, no neurological problem or psychiatric condition",Unknown,,,,,,Blank if Question 7 KIDS = 0 (No),Blank if Question 7a NWINFKID = 0 (No),,,,"If Question 7ao4 KID15NEU = 8 (N/A), then skip the remaining questions in the row","If Question 7ao4 KID15NEU = 9 (Unknown), then skip the remaining questions in the row"
7ao5,275,KID15PDX,3,F,A3,Child 15 - Primary diagnosis,Num,3,1315,1317,40,490,999,.,.,.,.,.,.,999,.,.,.,.,.,.,.,.,.,.,,Specific Diagnosis Unknown,,,,,,,,,,,Blank if Question 7 KIDS = 0 (No),Blank if Question 7a NWINFKID = 0 (No),Blank if Question 7ao4 KID15NEU = 8 (N/A),Blank if Question 7ao4 KID15NEU = 9 (Unknown),,,
7ao6,276,KID15MOE,3,F,A3,Child 15 - Method of evaluation,Num,1,1319,1319,1,7,.,.,.,.,.,.,1,2,3,4,5,6,7,.,.,.,.,.,Autopsy,Examination,Medical record review from formal dementia evaluation,Review of general medical records AND co-participant and/or subject telephone interview,Review of general medical records only,Subject and/or co-participant telephone interview,Family report,,,,,,Blank if Question 7 KIDS = 0 (No),Blank if Question 7a NWINFKID = 0 (No),Blank if Question 7ao4 KID15NEU = 8 (N/A),Blank if Question 7ao4 KID15NEU = 9 (Unknown),,,
7ao7,277,KID15AGO,3,F,A3,Child 15 - Age of onset,Num,3,1321,1323,15,110,999,.,.,.,.,.,.,999,.,.,.,.,.,.,.,.,.,.,,Unknown,,,,,,,,,,,Blank if Question 7 KIDS = 0 (No),Blank if Question 7a NWINFKID = 0 (No),Blank if Question 7ao4 KID15NEU = 8 (N/A),Blank if Question 7ao4 KID15NEU = 9 (Unknown),,,
